cpu_temp,gpu_temp,gpu_power,gpu_graph_freq,gpu_sm_freq,gpu_mem_freq,gpu_vid_freq,gpu_p_state,epoch_train_time,epoch_frozen,epoch_val_time,train_thpt,val_thpt,batch_size,num_workers,model,power_mode,powermizer,hdmi,expo,fan3,gpu_orient,pcie
71.25,43,198.1,2775,2775,10802,2160,P2,44.47864818573,False,0.657894372940064,469.97831212655,870.960481755332,32,1,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
72.5,45,201.43,2760,2760,10802,2145,P2,44.2653226852417,False,0.654696941375732,472.243253452426,875.214108677428,32,1,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
72.5,38,134.51,2775,2775,10802,2160,P2,24.4241092205048,True,1.07485818862915,855.875635474578,533.093580215257,32,8,resnet50,balanced,auto,gpu,True,100,horizontal,4-16x
72.5,40,136.98,2775,2775,10802,2160,P2,23.9898643493652,True,0.876704454421997,871.367995065513,653.583995278972,32,8,resnet50,balanced,auto,gpu,True,100,horizontal,4-16x
69.375,41,159.96,2775,2775,10802,2160,P2,54.193657875061,False,0.884958982467651,385.727792137457,647.48763654811,32,8,resnet50,balanced,auto,gpu,True,100,horizontal,4-16x
70.125,43,169.95,2775,2775,10802,2160,P2,53.2029058933258,False,0.85869026184082,392.91086922796,667.295328086788,32,8,resnet50,balanced,auto,gpu,True,100,horizontal,4-16x
69.5,39,140.14,2775,2775,10802,2160,P2,22.9242739677429,True,0.785405397415161,911.871845076286,729.559539424855,32,8,resnet50,balanced,auto,gpu,True,70,vertical,4-1x
69.75,40,141.72,2775,2775,10802,2160,P2,22.8825025558472,True,0.785295486450195,913.536443358045,729.661649515084,32,8,resnet50,balanced,auto,gpu,True,70,vertical,4-1x
69.625,43,176.49,2760,2760,10802,2160,P2,51.0196251869202,False,0.816360712051392,409.724687772876,701.89561004245,32,8,resnet50,balanced,auto,gpu,True,70,vertical,4-1x
68.25,43,175.76,2760,2760,10802,2160,P2,51.1484761238098,False,0.790034294128418,408.692527796915,725.284970865911,32,8,resnet50,balanced,auto,gpu,True,70,vertical,4-1x
72,39,137.56,2775,2775,10802,2160,P2,22.736546754837,True,1.00304460525513,919.400831859078,571.260736559423,32,8,resnet50,balanced,auto,cpu,True,70,vertical,4-1x
72,40,138.79,2775,2775,10802,2160,P2,22.2116029262543,True,0.808324575424194,941.129736084527,708.873659692086,32,8,resnet50,balanced,auto,cpu,True,70,vertical,4-1x
68.875,41,167.89,2775,2775,10802,2160,P2,49.2992157936096,False,0.825563192367554,424.022972039033,694.071641392766,32,8,resnet50,balanced,auto,cpu,True,70,vertical,4-1x
70.375,43,177.96,2760,2760,10802,2160,P2,48.3775997161865,False,0.813489437103272,432.100809520027,704.373005801252,32,8,resnet50,balanced,auto,cpu,True,70,vertical,4-1x
68.5,40,181.43,2775,2775,10802,2160,P2,16.4714984893799,True,0.602313280105591,1269.10129114713,951.332170360826,32,8,resnet50,balanced,auto,gpu,True,70,vertical,4-16x
68.625,41,183.23,2775,2775,10802,2160,P2,16.3351185321808,True,0.639626979827881,1279.69686652829,895.834631857134,32,8,resnet50,balanced,auto,gpu,True,70,vertical,4-16x
67.125,42,189.49,2775,2775,10802,2160,P2,45.0965127944946,False,0.623241186141968,463.539167546275,919.387249656952,32,8,resnet50,balanced,auto,gpu,True,70,vertical,4-16x
67.625,44,203.31,2775,2775,10802,2160,P2,44.2046546936035,False,0.616744041442871,472.891376369576,929.07261602312,32,8,resnet50,balanced,auto,gpu,True,70,vertical,4-16x
